Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Departure delay (Minutes)
B6,01/22/2019,477,N526JB,JAX,-2
B6,01/22/2019,486,N346JB,ROC,0
B6,01/22/2019,519,N509JB,ATL,-2
B6,01/22/2019,523,N992JB,LAX,-8
B6,01/22/2019,553,N957JB,PBI,-12
B6,01/22/2019,575,N562JB,MSY,-2
B6,01/22/2019,581,N508JB,HOU,-3
B6,01/22/2019,583,N997JB,MCO,0
B6,01/22/2019,586,N307JB,ROC,-8
B6,01/22/2019,601,N996JB,FLL,-3
B6,01/22/2019,611,N970JB,LAS,-6
B6,01/22/2019,615,N947JB,SFO,1
B6,01/22/2019,618,N323JB,BOS,117
B6,01/22/2019,675,N516JB,MSY,-10
B6,01/22/2019,676,N307JB,ORH,160
B6,01/22/2019,677,N508JB,JAX,-4
B6,01/22/2019,702,N236JB,BUF,118
B6,01/22/2019,711,N983JB,LAS,14
B6,01/22/2019,718,N198JB,BOS,270
B6,01/22/2019,719,N346JB,ATL,-4
B6,01/22/2019,745,N526JB,PSE,4
B6,01/22/2019,789,N966JB,MCO,27
B6,01/22/2019,795,N613JB,AUS,-2
B6,01/22/2019,803,N973JB,SJU,92
B6,01/22/2019,839,N994JB,BQN,-2
B6,01/22/2019,841,N346JB,SAV,-7
B6,01/22/2019,871,N794JB,SLC,-3
B6,01/22/2019,883,N950JB,MCO,144
B6,01/22/2019,885,N323JB,RDU,-7
B6,01/22/2019,915,N967JB,SFO,91
B6,01/22/2019,918,N178JB,BOS,219
B6,01/22/2019,1013,N793JB,LGB,-4
B6,01/22/2019,1041,N509JB,SAV,-10
B6,01/22/2019,1105,N328JB,ORD,141
B6,01/22/2019,1119,N346JB,CLT,264
B6,01/22/2019,1183,N996JB,MCO,8
B6,01/22/2019,1185,N328JB,RDU,64
B6,01/22/2019,1201,N966JB,FLL,34
B6,01/22/2019,1273,N562JB,CHS,-6
B6,01/22/2019,1295,N809JB,AUS,-9
B6,01/22/2019,1318,N258JB,BOS,203
B6,01/22/2019,1323,N934JB,LAX,-3
B6,01/22/2019,1373,N236JB,CHS,63
B6,01/22/2019,1401,N999JB,FLL,-3
B6,01/22/2019,1403,N662JB,SJU,-2
B6,01/22/2019,1415,N976JB,SFO,49
B6,01/22/2019,1503,N965JB,SJU,-5
B6,01/22/2019,1518,N247JB,BOS,150
B6,01/22/2019,1523,N988JB,LAX,-4
B6,01/22/2019,1611,N980JB,LAS,3
B6,01/22/2019,1623,N981JB,LAX,-3
B6,01/22/2019,1634,N334JB,BTV,-4
B6,01/22/2019,1677,N768JB,JAX,-8
B6,01/22/2019,1701,N950JB,FLL,105
B6,01/22/2019,1715,N987JB,SFO,-7
B6,01/22/2019,1723,N980JB,LAX,-4
B6,01/22/2019,1729,N956JB,RSW,34
B6,01/22/2019,2002,N236JB,BUF,-4
B6,01/22/2019,2153,N965JB,PBI,2
B6,01/22/2019,2359,N584JB,BUR,12
B6,01/22/2019,2402,N187JB,BUF,99
B6,01/22/2019,2501,N955JB,FLL,48
B6,01/22/2019,2516,N307JB,SYR,248
B6,01/22/2019,2525,N296JB,TPA,-4
B6,01/22/2019,2534,N307JB,BTV,159
B6,01/22/2019,2802,N247JB,BUF,-5
B6,01/22/2019,2901,N970JB,FLL,-1
B6,01/23/2019,3,N504JB,SJU,171
B6,01/23/2019,15,N978JB,SFO,-7
B6,01/23/2019,18,N328JB,BOS,53
B6,01/23/2019,23,N937JB,LAX,-2
B6,01/23/2019,53,N972JB,PBI,17
B6,01/23/2019,63,N991JB,SEA,-9
B6,01/23/2019,71,N505JB,SLC,41
B6,01/23/2019,89,N976JB,SAN,-4
B6,01/23/2019,97,N952JB,DEN,-4
B6,01/23/2019,102,N334JB,BUF,82
B6,01/23/2019,105,N273JB,ORD,175
B6,01/23/2019,116,N304JB,SYR,-5
B6,01/23/2019,123,N968JB,LAX,-1
B6,01/23/2019,135,N563JB,PHX,49
B6,01/23/2019,149,N603JB,PSP,-3
B6,01/23/2019,153,N957JB,PBI,-1
B6,01/23/2019,161,N957JB,SMF,-8
B6,01/23/2019,163,N794JB,SRQ,-11
B6,01/23/2019,189,N988JB,SAN,-14
B6,01/23/2019,213,N509JB,LGB,-10
B6,01/23/2019,219,N520JB,CLT,-8
B6,01/23/2019,225,N903JB,TPA,45
B6,01/23/2019,234,N197JB,BTV,-8
B6,01/23/2019,263,N982JB,SEA,5
B6,01/23/2019,283,N971JB,MCO,10
B6,01/23/2019,286,N203JB,ROC,-7
B6,01/23/2019,289,N659JB,MCO,0
B6,01/23/2019,318,N353JB,BOS,-14
B6,01/23/2019,323,N943JB,LAX,0
B6,01/23/2019,325,N999JB,TPA,-1
B6,01/23/2019,355,N612JB,ONT,-7
B6,01/23/2019,359,N507JB,BUR,-7
B6,01/23/2019,403,N970JB,SJU,-5
B6,01/23/2019,415,N935JB,SFO,-3
B6,01/23/2019,423,N981JB,LAX,-2
B6,01/23/2019,429,N794JB,RSW,-6
B6,01/23/2019,477,N809JB,JAX,-10
B6,01/23/2019,486,N198JB,ROC,-8
B6,01/23/2019,519,N618JB,ATL,-8
B6,01/23/2019,523,N986JB,LAX,-9
B6,01/23/2019,553,N996JB,PBI,147
B6,01/23/2019,575,N705JB,MSY,-6
B6,01/23/2019,581,N587JB,HOU,13
B6,01/23/2019,583,N950JB,MCO,-8
B6,01/23/2019,586,N353JB,ROC,-7
B6,01/23/2019,601,N973JB,FLL,-10
B6,01/23/2019,611,N995JB,LAS,-5
B6,01/23/2019,615,N946JB,SFO,-4
B6,01/23/2019,618,N346JB,BOS,-3
B6,01/23/2019,675,N504JB,MSY,54
B6,01/23/2019,676,N247JB,ORH,-8
B6,01/23/2019,677,N587JB,JAX,-6
B6,01/23/2019,702,N197JB,BUF,-8
B6,01/23/2019,711,N978JB,LAS,9
B6,01/23/2019,718,N348JB,BOS,45
B6,01/23/2019,719,N348JB,ATL,-6
B6,01/23/2019,745,N534JB,PSE,-1
B6,01/23/2019,789,N907JB,MCO,-3
B6,01/23/2019,795,N563JB,AUS,16
B6,01/23/2019,803,N997JB,SJU,7
B6,01/23/2019,839,N958JB,BQN,35
B6,01/23/2019,841,N346JB,SAV,-1
B6,01/23/2019,871,N633JB,SLC,4
B6,01/23/2019,883,N998JB,MCO,-2
B6,01/23/2019,885,N348JB,RDU,30
B6,01/23/2019,915,N980JB,SFO,24
B6,01/23/2019,918,N304JB,BOS,22
B6,01/23/2019,1013,N590JB,LGB,-9
B6,01/23/2019,1041,N618JB,SAV,-9
B6,01/23/2019,1105,N316JB,ORD,-2
B6,01/23/2019,1119,N353JB,CLT,-5
B6,01/23/2019,1183,N973JB,MCO,-3
B6,01/23/2019,1185,N197JB,RDU,-1
B6,01/23/2019,1201,N907JB,FLL,-2
B6,01/23/2019,1205,N618JB,PDX,-7
B6,01/23/2019,1273,N705JB,CHS,-10
B6,01/23/2019,1295,N636JB,AUS,-10
B6,01/23/2019,1318,N206JB,BOS,2
B6,01/23/2019,1323,N983JB,LAX,-8
B6,01/23/2019,1373,N239JB,CHS,-3
B6,01/23/2019,1401,N958JB,FLL,-3
B6,01/23/2019,1403,N507JB,SJU,0
B6,01/23/2019,1415,N964JB,SFO,-9
B6,01/23/2019,1503,N972JB,SJU,6
B6,01/23/2019,1518,N307JB,BOS,-8
B6,01/23/2019,1523,N934JB,LAX,-4
B6,01/23/2019,1611,N944JB,LAS,-6
B6,01/23/2019,1623,N937JB,LAX,-9
B6,01/23/2019,1634,N206JB,BTV,-6
B6,01/23/2019,1677,N569JB,JAX,-10
B6,01/23/2019,1701,N998JB,FLL,-1
B6,01/23/2019,1715,N985JB,SFO,-9
B6,01/23/2019,1723,N944JB,LAX,-4
B6,01/23/2019,1729,N966JB,RSW,18
B6,01/23/2019,2002,N239JB,BUF,0
B6,01/23/2019,2153,N972JB,PBI,16
B6,01/23/2019,2359,N768JB,BUR,-8
B6,01/23/2019,2402,N316JB,BUF,39
B6,01/23/2019,2501,N956JB,FLL,-2
B6,01/23/2019,2516,N198JB,SYR,34
B6,01/23/2019,2525,N187JB,TPA,5
B6,01/23/2019,2534,N304JB,BTV,-7
B6,01/23/2019,2802,N197JB,BUF,-7
B6,01/23/2019,2901,N952JB,FLL,2
B6,01/24/2019,3,N526JB,SJU,141
B6,01/24/2019,15,N979JB,SFO,-9
B6,01/24/2019,18,N283JB,BOS,105
B6,01/24/2019,23,N991JB,LAX,-4
B6,01/24/2019,53,N952JB,PBI,9
B6,01/24/2019,63,N968JB,SEA,-5
B6,01/24/2019,65,N562JB,ABQ,-2
B6,01/24/2019,71,N506JB,SLC,-1
B6,01/24/2019,81,N766JB,RNO,-2
B6,01/24/2019,89,N964JB,SAN,8
B6,01/24/2019,97,N994JB,DEN,0
B6,01/24/2019,102,N316JB,BUF,0
B6,01/24/2019,105,N198JB,ORD,132
B6,01/24/2019,116,N337JB,SYR,40
B6,01/24/2019,123,N992JB,LAX,-3
B6,01/24/2019,135,N793JB,PHX,123
B6,01/24/2019,149,N703JB,PSP,-2
B6,01/24/2019,153,N996JB,PBI,-5
B6,01/24/2019,161,N952JB,SMF,82
B6,01/24/2019,163,N526JB,SRQ,0
B6,01/24/2019,167,N706JB,OAK,-7
B6,01/24/2019,189,N934JB,SAN,5
B6,01/24/2019,213,N779JB,LGB,-8
B6,01/24/2019,219,N353JB,CLT,-14
B6,01/24/2019,225,N970JB,TPA,-6
B6,01/24/2019,234,N236JB,BTV,0
B6,01/24/2019,263,N929JB,SEA,134
B6,01/24/2019,283,N975JB,MCO,0
B6,01/24/2019,286,N284JB,ROC,-9
B6,01/24/2019,289,N612JB,MCO,9
B6,01/24/2019,318,N187JB,BOS,-5
B6,01/24/2019,323,N988JB,LAX,-3
B6,01/24/2019,325,N954JB,TPA,-3
B6,01/24/2019,355,N637JB,ONT,-7
B6,01/24/2019,359,N663JB,BUR,-4
B6,01/24/2019,403,N995JB,SJU,12
B6,01/24/2019,415,N969JB,SFO,0
B6,01/24/2019,423,N937JB,LAX,-3
B6,01/24/2019,429,N506JB,RSW,0
B6,01/24/2019,477,N547JB,JAX,-5
B6,01/24/2019,486,N334JB,ROC,0
B6,01/24/2019,519,N637JB,ATL,-10
B6,01/24/2019,523,N945JB,LAX,-9
B6,01/24/2019,553,N957JB,PBI,0
B6,01/24/2019,575,N712JB,MSY,1
B6,01/24/2019,581,N809JB,HOU,146
B6,01/24/2019,583,N965JB,MCO,-6
B6,01/24/2019,586,N346JB,ROC,21
B6,01/24/2019,601,N998JB,FLL,-5
B6,01/24/2019,611,N973JB,LAS,127
B6,01/24/2019,615,N961JB,SFO,-9
B6,01/24/2019,618,N353JB,BOS,49
B6,01/24/2019,669,N709JB,SJC,-2
B6,01/24/2019,675,N709JB,MSY,-4
B6,01/24/2019,676,N358JB,ORH,76
B6,01/24/2019,677,N809JB,JAX,-10
B6,01/24/2019,702,N334JB,BUF,-1
B6,01/24/2019,711,N943JB,LAS,146
B6,01/24/2019,718,N236JB,BOS,61
B6,01/24/2019,719,N283JB,ATL,0
B6,01/24/2019,789,N957JB,MCO,26
B6,01/24/2019,795,N520JB,AUS,15
B6,01/24/2019,803,N950JB,SJU,37
B6,01/24/2019,839,N954JB,BQN,21
B6,01/24/2019,841,N198JB,SAV,-4
B6,01/24/2019,871,N535JB,SLC,56
B6,01/24/2019,883,N955JB,MCO,188
B6,01/24/2019,885,N339JB,RDU,9
B6,01/24/2019,915,N944JB,SFO,6
B6,01/24/2019,918,N337JB,BOS,0
B6,01/24/2019,1013,N784JB,LGB,116
B6,01/24/2019,1041,N637JB,SAV,0
B6,01/24/2019,1105,N247JB,ORD,12
B6,01/24/2019,1119,N316JB,CLT,104
B6,01/24/2019,1183,N998JB,MCO,54
B6,01/24/2019,1185,N334JB,RDU,0
B6,01/24/2019,1201,N995JB,FLL,29
B6,01/24/2019,1205,N633JB,PDX,79
B6,01/24/2019,1273,N547JB,CHS,-7
B6,01/24/2019,1295,N603JB,AUS,-10
B6,01/24/2019,1318,N339JB,BOS,65
B6,01/24/2019,1323,N978JB,LAX,-5
B6,01/24/2019,1373,N304JB,CHS,0
B6,01/24/2019,1401,N949JB,FLL,-1
B6,01/24/2019,1403,N506JB,SJU,-9
B6,01/24/2019,1415,N993JB,SFO,-5
B6,01/24/2019,1503,N913JB,SJU,0
B6,01/24/2019,1518,N197JB,BOS,22
B6,01/24/2019,1523,N983JB,LAX,26
B6,01/24/2019,1611,N943JB,LAS,2
B6,01/24/2019,1623,N991JB,LAX,83
B6,01/24/2019,1634,N283JB,BTV,8
B6,01/24/2019,1677,N507JB,JAX,0
B6,01/24/2019,1701,N955JB,FLL,-1
B6,01/24/2019,1715,N981JB,SFO,3
B6,01/24/2019,1723,N979JB,LAX,97
B6,01/24/2019,1729,N903JB,RSW,50
B6,01/24/2019,1823,N968JB,LAX,-3
B6,01/24/2019,2002,N334JB,BUF,125
B6,01/24/2019,2153,N974JB,PBI,159
B6,01/24/2019,2359,N821JB,BUR,20
B6,01/24/2019,2402,N198JB,BUF,0
B6,01/24/2019,2501,N907JB,FLL,84
B6,01/24/2019,2516,N358JB,SYR,132
B6,01/24/2019,2525,N273JB,TPA,-5
B6,01/24/2019,2534,N337JB,BTV,2
B6,01/24/2019,2802,N334JB,BUF,-14
B6,01/24/2019,2901,N907JB,FLL,0
B6,01/25/2019,3,N534JB,SJU,-7
B6,01/25/2019,15,N977JB,SFO,-10
B6,01/25/2019,18,N247JB,BOS,38
B6,01/25/2019,23,N945JB,LAX,-10
B6,01/25/2019,53,N957JB,PBI,-8
B6,01/25/2019,63,N988JB,SEA,-4
B6,01/25/2019,65,N506JB,ABQ,14
B6,01/25/2019,71,N608JB,SLC,-5
B6,01/25/2019,81,N509JB,RNO,0
B6,01/25/2019,89,N993JB,SAN,-10
B6,01/25/2019,97,N958JB,DEN,22
B6,01/25/2019,102,N317JB,BUF,102
B6,01/25/2019,105,N238JB,ORD,0
B6,01/25/2019,116,N247JB,SYR,166
B6,01/25/2019,123,N989JB,LAX,20
B6,01/25/2019,135,N547JB,PHX,39
B6,01/25/2019,149,N505JB,PSP,-8
B6,01/25/2019,153,N913JB,PBI,17
B6,01/25/2019,161,N955JB,SMF,68
B6,01/25/2019,163,N665JB,SRQ,-4
B6,01/25/2019,167,N821JB,OAK,6
B6,01/25/2019,189,N983JB,SAN,-10
B6,01/25/2019,213,N516JB,LGB,-10
B6,01/25/2019,219,N283JB,CLT,23
B6,01/25/2019,225,N996JB,TPA,-1
B6,01/25/2019,234,N348JB,BTV,2
B6,01/25/2019,263,N923JB,SEA,-11
B6,01/25/2019,283,N956JB,MCO,97
B6,01/25/2019,286,N187JB,ROC,-3
B6,01/25/2019,289,N706JB,MCO,4
B6,01/25/2019,318,N197JB,BOS,-3
B6,01/25/2019,323,N976JB,LAX,-3
B6,01/25/2019,325,N999JB,TPA,38
B6,01/25/2019,355,N637JB,ONT,-3
B6,01/25/2019,359,N630JB,BUR,13
B6,01/25/2019,403,N952JB,SJU,15
B6,01/25/2019,415,N992JB,SFO,-3
B6,01/25/2019,423,N991JB,LAX,8
B6,01/25/2019,429,N503JB,RSW,263
B6,01/25/2019,477,N586JB,JAX,-4
B6,01/25/2019,486,N346JB,ROC,35
B6,01/25/2019,519,N520JB,ATL,-4
B6,01/25/2019,523,N929JB,LAX,-7
B6,01/25/2019,553,N970JB,PBI,42
B6,01/25/2019,575,N569JB,MSY,-8
B6,01/25/2019,581,N665JB,HOU,6
B6,01/25/2019,583,N972JB,MCO,-3
B6,01/25/2019,586,N337JB,ROC,42
B6,01/25/2019,601,N948JB,FLL,-5
B6,01/25/2019,611,N952JB,LAS,47
B6,01/25/2019,615,N934JB,SFO,29
B6,01/25/2019,618,N283JB,BOS,-6
B6,01/25/2019,669,N712JB,SJC,24
B6,01/25/2019,675,N637JB,MSY,123
B6,01/25/2019,676,N355JB,ORH,-12
B6,01/25/2019,677,N768JB,JAX,10
B6,01/25/2019,702,N346JB,BUF,12
B6,01/25/2019,711,N977JB,LAS,8
B6,01/25/2019,718,N283JB,BOS,-5
B6,01/25/2019,719,N346JB,ATL,56
B6,01/25/2019,745,N590JB,PSE,-4
B6,01/25/2019,789,N907JB,MCO,-15
B6,01/25/2019,795,N547JB,AUS,-9
B6,01/25/2019,803,N903JB,SJU,39
B6,01/25/2019,839,N959JB,BQN,11
B6,01/25/2019,841,N337JB,SAV,-4
B6,01/25/2019,871,N663JB,SLC,-8
B6,01/25/2019,883,N905JB,MCO,-2
B6,01/25/2019,885,N316JB,RDU,180
B6,01/25/2019,915,N968JB,SFO,-12
B6,01/25/2019,918,N337JB,BOS,100
B6,01/25/2019,1013,N796JB,LGB,-7
B6,01/25/2019,1041,N768JB,SAV,73
B6,01/25/2019,1105,N358JB,ORD,-6
B6,01/25/2019,1119,N198JB,CLT,112
B6,01/25/2019,1183,N948JB,MCO,8
B6,01/25/2019,1185,N520JB,RDU,91
B6,01/25/2019,1201,N907JB,FLL,9
B6,01/25/2019,1205,N768JB,PDX,77
B6,01/25/2019,1273,N569JB,CHS,-8
B6,01/25/2019,1295,N703JB,AUS,-5
B6,01/25/2019,1318,N197JB,BOS,-5
B6,01/25/2019,1323,N943JB,LAX,-7
B6,01/25/2019,1373,N178JB,CHS,5
B6,01/25/2019,1401,N959JB,FLL,-6
B6,01/25/2019,1403,N503JB,SJU,-3
B6,01/25/2019,1415,N962JB,SFO,-1
B6,01/25/2019,1503,N957JB,SJU,-8
B6,01/25/2019,1518,N184JB,BOS,41
B6,01/25/2019,1523,N942JB,LAX,-4
B6,01/25/2019,1611,N947JB,LAS,-9
B6,01/25/2019,1623,N945JB,LAX,-2
B6,01/25/2019,1634,N346JB,BTV,-4
B6,01/25/2019,1677,N316JB,JAX,92
B6,01/25/2019,1701,N955JB,FLL,89
B6,01/25/2019,1715,N937JB,SFO,-9
B6,01/25/2019,1723,N947JB,LAX,4
B6,01/25/2019,1729,N995JB,RSW,-2
B6,01/25/2019,1823,N988JB,LAX,-9
B6,01/25/2019,2002,N324JB,BUF,73
B6,01/25/2019,2153,N957JB,PBI,-7
B6,01/25/2019,2359,N709JB,BUR,0
B6,01/25/2019,2402,N316JB,BUF,74
B6,01/25/2019,2501,N948JB,FLL,22
B6,01/25/2019,2516,N324JB,SYR,80
B6,01/25/2019,2525,N273JB,TPA,0
B6,01/25/2019,2534,N358JB,BTV,115
B6,01/25/2019,2802,N316JB,BUF,-8
B6,01/25/2019,2901,N970JB,FLL,14
B6,01/26/2019,3,N535JB,SJU,-7
B6,01/26/2019,18,N318JB,BOS,-5
B6,01/26/2019,53,N974JB,PBI,-5
B6,01/26/2019,71,N599JB,SLC,-9
B6,01/26/2019,89,N969JB,SAN,-7
B6,01/26/2019,97,N973JB,DEN,-7
B6,01/26/2019,105,N307JB,ORD,-3
B6,01/26/2019,116,N273JB,SYR,-10
B6,01/26/2019,123,N935JB,LAX,-5
B6,01/26/2019,135,N586JB,PHX,-4
B6,01/26/2019,149,N979JB,PSP,-12
B6,01/26/2019,153,N970JB,PBI,-3
B6,01/26/2019,163,N535JB,SRQ,-7
B6,01/26/2019,219,N534JB,CLT,-4
B6,01/26/2019,225,N975JB,TPA,-7
B6,01/26/2019,234,N334JB,BTV,-11
B6,01/26/2019,263,N985JB,SEA,-10
B6,01/26/2019,283,N998JB,MCO,0
B6,01/26/2019,286,N307JB,ROC,-8
B6,01/26/2019,289,N603JB,MCO,0
B6,01/26/2019,318,N663JB,BOS,-8
B6,01/26/2019,325,N997JB,TPA,-4
B6,01/26/2019,355,N659JB,ONT,-7
B6,01/26/2019,359,N784JB,BUR,-4
B6,01/26/2019,403,N955JB,SJU,22
B6,01/26/2019,415,N976JB,SFO,-10
B6,01/26/2019,429,N523JB,RSW,-10
B6,01/26/2019,477,N594JB,JAX,-13
B6,01/26/2019,486,N324JB,ROC,-8
B6,01/26/2019,519,N563JB,ATL,-1
B6,01/26/2019,523,N986JB,LAX,0
B6,01/26/2019,553,N955JB,PBI,-4
B6,01/26/2019,575,N637JB,MSY,-10
B6,01/26/2019,581,N317JB,HOU,-9
B6,01/26/2019,583,N905JB,MCO,-3
B6,01/26/2019,586,N346JB,ROC,-7
B6,01/26/2019,601,N966JB,FLL,-11
B6,01/26/2019,611,N996JB,LAS,-7
B6,01/26/2019,615,N983JB,SFO,-10
B6,01/26/2019,618,N238JB,BOS,-9
B6,01/26/2019,675,N763JB,MSY,-13
B6,01/26/2019,676,N337JB,ORH,41
B6,01/26/2019,677,N523JB,JAX,-8
B6,01/26/2019,702,N318JB,BUF,-3
B6,01/26/2019,711,N964JB,LAS,-4
B6,01/26/2019,718,N348JB,BOS,1
B6,01/26/2019,719,N348JB,ATL,-15
B6,01/26/2019,745,N637JB,PSE,2
B6,01/26/2019,789,N561JB,MCO,-6
B6,01/26/2019,795,N712JB,AUS,-9
B6,01/26/2019,803,N972JB,SJU,8
B6,01/26/2019,839,N971JB,BQN,0
B6,01/26/2019,841,N324JB,SAV,-15
B6,01/26/2019,871,N821JB,SLC,-9
B6,01/26/2019,883,N569JB,MCO,-7
B6,01/26/2019,915,N988JB,SFO,-2
B6,01/26/2019,918,N355JB,BOS,9
B6,01/26/2019,1013,N763JB,LGB,-11
B6,01/26/2019,1041,N563JB,SAV,-7
B6,01/26/2019,1105,N348JB,ORD,-3
B6,01/26/2019,1119,N346JB,CLT,8
B6,01/26/2019,1183,N966JB,MCO,-6
B6,01/26/2019,1185,N304JB,RDU,-8
B6,01/26/2019,1201,N970JB,FLL,-3
B6,01/26/2019,1273,N594JB,CHS,-6
B6,01/26/2019,1295,N636JB,AUS,-9
B6,01/26/2019,1323,N977JB,LAX,10
B6,01/26/2019,1373,N231JB,CHS,-3
B6,01/26/2019,1401,N971JB,FLL,3
B6,01/26/2019,1403,N520JB,SJU,-3
B6,01/26/2019,1415,N945JB,SFO,-7
B6,01/26/2019,1503,N974JB,SJU,-2
B6,01/26/2019,1523,N980JB,LAX,-17
B6,01/26/2019,1611,N964JB,LAS,-5
B6,01/26/2019,1623,N929JB,LAX,-8
B6,01/26/2019,1634,N346JB,BTV,21
B6,01/26/2019,1677,N712JB,JAX,-6
B6,01/26/2019,1701,N994JB,FLL,-2
B6,01/26/2019,1723,N935JB,LAX,-4
B6,01/26/2019,1729,N999JB,RSW,-7
B6,01/26/2019,2002,N231JB,BUF,-5
B6,01/26/2019,2153,N974JB,PBI,1
B6,01/26/2019,2402,N324JB,BUF,-2
B6,01/26/2019,2501,N913JB,FLL,-7
B6,01/26/2019,2516,N273JB,SYR,0
B6,01/26/2019,2517,N504JB,BOS,14
B6,01/26/2019,2525,N178JB,TPA,-7
B6,01/26/2019,2534,N273JB,BTV,-11
B6,01/26/2019,2802,N238JB,BUF,-8
B6,01/26/2019,2901,N996JB,FLL,22
B6,01/27/2019,3,N566JB,SJU,15
B6,01/27/2019,15,N976JB,SFO,-11
B6,01/27/2019,18,N358JB,BOS,-11
B6,01/27/2019,23,N942JB,LAX,-4
B6,01/27/2019,53,N965JB,PBI,-8
B6,01/27/2019,63,N978JB,SEA,-7
B6,01/27/2019,65,N659JB,ABQ,-6
B6,01/27/2019,71,N562JB,SLC,-2
B6,01/27/2019,81,N652JB,RNO,-3
B6,01/27/2019,89,N977JB,SAN,-1
B6,01/27/2019,97,N948JB,DEN,-9
B6,01/27/2019,102,N284JB,BUF,-9
B6,01/27/2019,105,N267JB,ORD,-7
B6,01/27/2019,116,N178JB,SYR,-9
B6,01/27/2019,123,N988JB,LAX,-9
B6,01/27/2019,135,N554JB,PHX,9
B6,01/27/2019,149,N563JB,PSP,31
B6,01/27/2019,153,N955JB,PBI,-3
B6,01/27/2019,161,N955JB,SMF,42
B6,01/27/2019,163,N569JB,SRQ,-7
B6,01/27/2019,167,N821JB,OAK,77
B6,01/27/2019,189,N980JB,SAN,-4
B6,01/27/2019,213,N505JB,LGB,92
B6,01/27/2019,219,N324JB,CLT,112
B6,01/27/2019,225,N966JB,TPA,-7
B6,01/27/2019,234,N373JB,BTV,-8
B6,01/27/2019,263,N967JB,SEA,-7
B6,01/27/2019,283,N958JB,MCO,64
B6,01/27/2019,286,N328JB,ROC,-7
B6,01/27/2019,289,N594JB,MCO,-9
B6,01/27/2019,318,N307JB,BOS,-8
B6,01/27/2019,323,N989JB,LAX,-6
B6,01/27/2019,325,N994JB,TPA,-8
B6,01/27/2019,355,N593JB,ONT,107
B6,01/27/2019,359,N703JB,BUR,-5
B6,01/27/2019,403,N996JB,SJU,-11
B6,01/27/2019,415,N985JB,SFO,-9
B6,01/27/2019,423,N929JB,LAX,-11
B6,01/27/2019,429,N569JB,RSW,30
B6,01/27/2019,477,N562JB,JAX,16
B6,01/27/2019,486,N198JB,ROC,-6
B6,01/27/2019,519,N509JB,ATL,-7
B6,01/27/2019,523,N946JB,LAX,-8
B6,01/27/2019,553,N996JB,PBI,-10
B6,01/27/2019,575,N536JB,MSY,-1
B6,01/27/2019,581,N590JB,HOU,119
B6,01/27/2019,583,N952JB,MCO,-8
B6,01/27/2019,586,N316JB,ROC,-2
B6,01/27/2019,601,N907JB,FLL,-3
B6,01/27/2019,611,N975JB,LAS,29
B6,01/27/2019,615,N923JB,SFO,-11
B6,01/27/2019,618,N317JB,BOS,-7
B6,01/27/2019,669,N766JB,SJC,-2
B6,01/27/2019,675,N566JB,MSY,-12
B6,01/27/2019,676,N337JB,ORH,-9
B6,01/27/2019,677,N590JB,JAX,-6
B6,01/27/2019,702,N346JB,BUF,-12
B6,01/27/2019,711,N976JB,LAS,7
B6,01/27/2019,718,N228JB,BOS,-6
B6,01/27/2019,719,N198JB,ATL,19
B6,01/27/2019,789,N997JB,MCO,-9
B6,01/27/2019,795,N554JB,AUS,-7
B6,01/27/2019,803,N905JB,SJU,13
B6,01/27/2019,839,N954JB,BQN,54
B6,01/27/2019,841,N358JB,SAV,-10
B6,01/27/2019,871,N630JB,SLC,-4
B6,01/27/2019,883,N957JB,MCO,39
B6,01/27/2019,885,N317JB,RDU,-5
B6,01/27/2019,915,N935JB,SFO,-7
B6,01/27/2019,918,N178JB,BOS,0
B6,01/27/2019,1013,N746JB,LGB,-10
B6,01/27/2019,1041,N509JB,SAV,-6
B6,01/27/2019,1105,N198JB,ORD,10
B6,01/27/2019,1119,N316JB,CLT,-9
B6,01/27/2019,1183,N907JB,MCO,26
B6,01/27/2019,1185,N346JB,RDU,-7
B6,01/27/2019,1201,N997JB,FLL,-4
B6,01/27/2019,1205,N509JB,PDX,-8
B6,01/27/2019,1273,N562JB,CHS,20
B6,01/27/2019,1295,N630JB,AUS,-2
B6,01/27/2019,1318,N273JB,BOS,41
B6,01/27/2019,1323,N964JB,LAX,-1
B6,01/27/2019,1373,N355JB,CHS,3
B6,01/27/2019,1401,N954JB,FLL,3
B6,01/27/2019,1403,N703JB,SJU,-7
B6,01/27/2019,1415,N984JB,SFO,-6
B6,01/27/2019,1503,N950JB,SJU,-10
B6,01/27/2019,1518,N334JB,BOS,-7
B6,01/27/2019,1523,N993JB,LAX,-5
B6,01/27/2019,1611,N979JB,LAS,-8
B6,01/27/2019,1623,N942JB,LAX,52
B6,01/27/2019,1634,N273JB,BTV,85
B6,01/27/2019,1677,N599JB,JAX,9
B6,01/27/2019,1701,N957JB,FLL,-6
B6,01/27/2019,1715,N988JB,SFO,10
B6,01/27/2019,1723,N979JB,LAX,3
B6,01/27/2019,1729,N970JB,RSW,-11
B6,01/27/2019,1823,N978JB,LAX,1
B6,01/27/2019,2002,N284JB,BUF,-6
B6,01/27/2019,2153,N965JB,PBI,70
B6,01/27/2019,2359,N784JB,BUR,-6
B6,01/27/2019,2402,N324JB,BUF,9
B6,01/27/2019,2501,N907JB,FLL,65
